customer_id,churn,churn_label,churn_probability,churn_prediction,prediction_label,risk_level,recency,frequency,monetary,avg_basket,n_distinct_products,tenure_days,n_cancellations,cancellation_rate,segment_rfm,kmeans_cluster
15962.0,1,Churné,0.7815128807205959,1,Risque churn,1 - Risque élevé,258,1,295.83,295.83,43,258,0,0.0,en Hibernation,0
15341.0,0,Actif,0.7791116056334325,1,Risque churn,1 - Risque élevé,258,1,382.2,382.2,7,258,1,1.0,en Hibernation,0
13264.0,1,Churné,0.7683832892224107,1,Risque churn,1 - Risque élevé,251,1,722.56,722.56,38,251,0,0.0,en Hibernation,0
16298.0,0,Actif,0.5192311301390907,1,Risque churn,2 - Risque moyen,206,4,487.5,121.87,16,251,2,0.5,En danger,0
14226.0,0,Actif,0.23962601787097645,0,Va rester,3 - Risque faible,19,3,2479.74,826.58,66,250,3,1.0,Potentiellement Fidèles,0
14269.0,1,Churné,0.7658835468363443,1,Risque churn,1 - Risque élevé,248,1,295.73,295.73,16,248,1,1.0,en Hibernation,0
13290.0,1,Churné,0.7523185487522032,1,Risque churn,1 - Risque élevé,247,1,208.63,208.63,1,247,2,2.0,en Hibernation,0
13139.0,0,Actif,0.26979246948829194,0,Va rester,3 - Risque faible,24,3,4308.06,1436.02,123,246,0,0.0,Potentiellement Fidèles,0
15347.0,1,Churné,0.4678513081241571,0,Va rester,2 - Risque moyen,175,4,1363.6,340.9,29,246,2,0.5,Fidèles,0
15871.0,1,Churné,0.7999500631999324,1,Risque churn,1 - Risque élevé,246,1,33.1,33.1,5,246,0,0.0,en Hibernation,0
14953.0,0,Actif,0.43316951782180546,0,Va rester,2 - Risque moyen,227,3,723.95,241.32,153,244,1,0.3333,Sur le point de Partir,0
13014.0,0,Actif,0.2202316163472314,0,Va rester,3 - Risque faible,29,4,3242.83,810.71,124,241,4,1.0,Champions,3
14310.0,1,Churné,0.7747948428019493,1,Risque churn,1 - Risque élevé,241,1,492.1,492.1,22,241,0,0.0,en Hibernation,0
13326.0,1,Churné,0.7852885541090285,1,Risque churn,1 - Risque élevé,241,1,281.76,281.76,13,241,0,0.0,en Hibernation,0
18284.0,1,Churné,0.7457541220578936,1,Risque churn,1 - Risque élevé,240,1,461.68,461.68,28,240,1,1.0,en Hibernation,0
14353.0,1,Churné,0.31842040427796925,0,Va rester,3 - Risque faible,24,3,376.5,125.5,18,240,0,0.0,Potentiellement Fidèles,0
14663.0,1,Churné,0.5498474256542453,1,Risque churn,2 - Risque moyen,239,2,490.6,245.3,60,239,0,0.0,Sur le point de Partir,0
15128.0,0,Actif,0.3016790907257558,0,Va rester,3 - Risque faible,28,2,796.38,398.19,47,239,3,1.5,Potentiellement Fidèles,0
17045.0,0,Actif,0.3501495993510528,0,Va rester,3 - Risque faible,56,3,528.19,176.06,29,238,0,0.0,Potentiellement Fidèles,0
14339.0,1,Churné,0.34011188999962044,0,Va rester,3 - Risque faible,51,2,620.27,310.14,21,237,3,1.5,Potentiellement Fidèles,0
16350.0,0,Actif,0.37218238870937415,0,Va rester,3 - Risque faible,142,6,1514.12,252.35,59,237,3,0.5,Fidèles,0
14571.0,1,Churné,0.7707054257297519,1,Risque churn,1 - Risque élevé,234,1,161.65,161.65,30,234,0,0.0,en Hibernation,0
14756.0,0,Actif,0.48505763452648826,0,Va rester,2 - Risque moyen,191,2,1914.8,957.4,68,233,1,0.5,Besoin d'Attention,0
17710.0,1,Churné,0.7722791761018106,1,Risque churn,1 - Risque élevé,232,1,293.5,293.5,20,232,0,0.0,en Hibernation,0
13968.0,1,Churné,0.7838341420772564,1,Risque churn,1 - Risque élevé,232,1,123.66,123.66,8,232,0,0.0,en Hibernation,0
16990.0,1,Churné,0.3792440793638798,0,Va rester,3 - Risque faible,27,2,344.0,172.0,1,231,0,0.0,Potentiellement Fidèles,0
12900.0,1,Churné,0.7748015288843754,1,Risque churn,1 - Risque élevé,231,1,340.33,340.33,13,231,0,0.0,en Hibernation,0
18090.0,1,Churné,0.7508455317190065,1,Risque churn,1 - Risque élevé,230,1,349.4,349.4,47,230,0,0.0,en Hibernation,0
17823.0,1,Churné,0.5173752366624711,1,Risque churn,2 - Risque moyen,230,2,494.25,247.13,88,230,0,0.0,Sur le point de Partir,0
15686.0,1,Churné,0.7862592362218319,1,Risque churn,1 - Risque élevé,229,1,90.0,90.0,1,229,0,0.0,en Hibernation,0
15688.0,1,Churné,0.7660111962439553,1,Risque churn,1 - Risque élevé,227,1,190.57,190.57,26,227,0,0.0,en Hibernation,0
14741.0,0,Actif,0.4795514101629656,0,Va rester,2 - Risque moyen,170,3,992.55,330.85,26,226,0,0.0,Besoin d'Attention,0
14524.0,0,Actif,0.165865333458328,0,Va rester,3 - Risque faible,45,8,1843.61,230.45,193,225,0,0.0,Champions,0
13836.0,1,Churné,0.523765348411868,1,Risque churn,2 - Risque moyen,208,2,620.37,310.19,29,223,1,0.5,Sur le point de Partir,0
15257.0,1,Churné,0.4165277462805234,0,Va rester,2 - Risque moyen,92,2,685.9,342.95,11,223,1,0.5,Potentiellement Fidèles,0
16491.0,0,Actif,0.7028554865931074,1,Risque churn,1 - Risque élevé,222,1,801.66,801.66,48,222,1,1.0,en Hibernation,0
17260.0,1,Churné,0.7741439668809166,1,Risque churn,1 - Risque élevé,220,1,120.95,120.95,6,220,0,0.0,en Hibernation,0
15620.0,0,Actif,0.2417493414351033,0,Va rester,3 - Risque faible,29,3,1264.19,421.4,84,218,3,1.0,Potentiellement Fidèles,0
16962.0,1,Churné,0.7632589937675303,1,Risque churn,1 - Risque élevé,218,1,251.04,251.04,15,218,0,0.0,en Hibernation,0
14281.0,1,Churné,0.7677605955353477,1,Risque churn,1 - Risque élevé,217,1,245.15,245.15,7,217,0,0.0,en Hibernation,0
15170.0,1,Churné,0.7716838307442105,1,Risque churn,1 - Risque élevé,215,1,81.15,81.15,4,215,0,0.0,en Hibernation,0
16542.0,0,Actif,0.7622667395802643,1,Risque churn,1 - Risque élevé,210,1,137.7,137.7,9,210,0,0.0,en Hibernation,0
14429.0,1,Churné,0.746035280686931,1,Risque churn,1 - Risque élevé,212,1,516.28,516.28,22,212,0,0.0,en Hibernation,0
13359.0,0,Actif,0.7087464011931495,1,Risque churn,1 - Risque élevé,212,1,603.75,603.75,33,212,1,1.0,en Hibernation,0
14206.0,1,Churné,0.28862439227469966,0,Va rester,3 - Risque faible,48,3,1185.01,395.0,62,211,2,0.6667,Potentiellement Fidèles,0
17286.0,0,Actif,0.5269554701801168,1,Risque churn,2 - Risque moyen,209,2,241.56,120.78,46,209,0,0.0,Sur le point de Partir,0
13303.0,1,Churné,0.7664519969760287,1,Risque churn,1 - Risque élevé,209,1,61.72,61.72,4,209,0,0.0,en Hibernation,0
17548.0,1,Churné,0.3041975092881852,0,Va rester,3 - Risque faible,42,4,731.26,182.82,22,205,2,0.5,Champions,0
13691.0,1,Churné,0.7234843743125057,1,Risque churn,1 - Risque élevé,205,1,212.78,212.78,54,205,0,0.0,en Hibernation,0
14170.0,1,Churné,0.416171105304614,0,Va rester,2 - Risque moyen,184,3,597.33,199.11,123,204,0,0.0,Besoin d'Attention,0
13721.0,0,Actif,0.7510181847042882,1,Risque churn,1 - Risque élevé,204,1,217.4,217.4,14,204,0,0.0,en Hibernation,0
15138.0,1,Churné,0.7019754440216049,1,Risque churn,1 - Risque élevé,202,1,502.52,502.52,31,202,1,1.0,en Hibernation,0
17688.0,1,Churné,0.7165507851354043,1,Risque churn,1 - Risque élevé,202,1,304.2,304.2,19,202,1,1.0,en Hibernation,0
13226.0,1,Churné,0.40862836010647224,0,Va rester,2 - Risque moyen,82,2,312.46,156.23,28,202,0,0.0,Potentiellement Fidèles,0
14600.0,1,Churné,0.40944223624421505,0,Va rester,2 - Risque moyen,114,2,865.17,432.58,53,202,0,0.0,Besoin d'Attention,0
13309.0,0,Actif,0.2744220182586775,0,Va rester,3 - Risque faible,15,3,796.22,265.41,59,201,0,0.0,Potentiellement Fidèles,0
13961.0,1,Churné,0.7091158405210229,1,Risque churn,1 - Risque élevé,201,1,538.4,538.4,19,201,1,1.0,en Hibernation,0
17495.0,0,Actif,0.7116345149972103,1,Risque churn,1 - Risque élevé,199,1,309.16,309.16,21,199,1,1.0,en Hibernation,0
14192.0,1,Churné,0.7420369109791806,1,Risque churn,1 - Risque élevé,197,1,293.74,293.74,14,197,0,0.0,en Hibernation,0
14417.0,1,Churné,0.6613551313247866,1,Risque churn,2 - Risque moyen,196,1,604.2,604.2,106,196,0,0.0,en Hibernation,0
16224.0,0,Actif,0.306524807660715,0,Va rester,3 - Risque faible,49,3,864.45,288.15,62,196,0,0.0,Potentiellement Fidèles,0
15515.0,1,Churné,0.7490041507596842,1,Risque churn,1 - Risque élevé,196,1,171.81,171.81,7,196,0,0.0,en Hibernation,0
12890.0,0,Actif,0.7088798954473456,1,Risque churn,1 - Risque élevé,196,1,336.8,336.8,56,196,0,0.0,en Hibernation,0
17493.0,1,Churné,0.7480627417671206,1,Risque churn,1 - Risque élevé,194,1,100.91,100.91,8,194,0,0.0,Prometteurs,0
15525.0,0,Actif,0.4850555258006025,0,Va rester,2 - Risque moyen,182,2,783.71,391.85,66,191,0,0.0,Besoin d'Attention,0
16821.0,1,Churné,0.7444090916254233,1,Risque churn,1 - Risque élevé,190,1,113.35,113.35,7,190,0,0.0,Prometteurs,0
15864.0,0,Actif,0.44616826247949576,0,Va rester,2 - Risque moyen,125,2,486.86,243.43,9,190,1,0.5,Besoin d'Attention,0
15951.0,1,Churné,0.4045536049379924,0,Va rester,2 - Risque moyen,94,2,680.12,340.06,35,190,0,0.0,Besoin d'Attention,0
17989.0,1,Churné,0.7256511805028486,1,Risque churn,1 - Risque élevé,188,1,228.83,228.83,26,188,0,0.0,Prometteurs,0
15961.0,1,Churné,0.7076427793851098,1,Risque churn,1 - Risque élevé,188,1,451.29,451.29,42,188,0,0.0,Prometteurs,0
15212.0,1,Churné,0.37359309663522305,0,Va rester,3 - Risque faible,50,2,208.28,104.14,7,185,1,0.5,Potentiellement Fidèles,0
17671.0,0,Actif,0.28228085429232397,0,Va rester,3 - Risque faible,20,3,1617.36,539.12,40,184,1,0.3333,Potentiellement Fidèles,0
14414.0,0,Actif,0.50528171861072,1,Risque churn,2 - Risque moyen,167,2,1119.55,559.78,28,183,0,0.0,Besoin d'Attention,0
15922.0,1,Churné,0.6884247722978563,1,Risque churn,2 - Risque moyen,182,1,739.0,739.0,11,182,1,1.0,Prometteurs,0
17917.0,0,Actif,0.35628616233864585,0,Va rester,3 - Risque faible,65,2,230.46,115.23,57,171,0,0.0,Potentiellement Fidèles,0
16816.0,0,Actif,0.45227609955365544,0,Va rester,2 - Risque moyen,122,2,325.45,162.73,20,167,0,0.0,Besoin d'Attention,0
17800.0,0,Actif,0.31435090720191644,0,Va rester,3 - Risque faible,26,3,354.85,118.28,18,143,0,0.0,Potentiellement Fidèles,0
15033.0,0,Actif,0.211442331466289,0,Va rester,3 - Risque faible,17,3,1169.14,389.71,151,138,0,0.0,Potentiellement Fidèles,0
17064.0,0,Actif,0.6735566521472096,1,Risque churn,2 - Risque moyen,136,1,147.85,147.85,21,136,0,0.0,Prometteurs,0
17446.0,0,Actif,0.6689391461021225,1,Risque churn,2 - Risque moyen,119,1,68.1,68.1,5,119,0,0.0,Prometteurs,0
16389.0,0,Actif,0.33198368595721445,0,Va rester,3 - Risque faible,14,2,670.17,335.09,16,92,0,0.0,Potentiellement Fidèles,0
17535.0,1,Churné,0.6226625389488644,1,Risque churn,2 - Risque moyen,89,1,164.4,164.4,13,89,0,0.0,Prometteurs,0
14066.0,1,Churné,0.6106213645054495,1,Risque churn,2 - Risque moyen,75,1,152.55,152.55,7,75,0,0.0,Prometteurs,0
13950.0,0,Actif,0.5840979828235153,1,Risque churn,2 - Risque moyen,55,1,179.31,179.31,7,55,0,0.0,Prometteurs,0
18040.0,0,Actif,0.5763629353050774,1,Risque churn,2 - Risque moyen,54,1,239.0,239.0,12,54,0,0.0,Prometteurs,0
15119.0,1,Churné,0.5736664483642611,1,Risque churn,2 - Risque moyen,54,1,266.4,266.4,14,54,0,0.0,Prometteurs,0
16270.0,1,Churné,0.6478113996371409,1,Risque churn,2 - Risque moyen,162,1,1141.24,1141.24,54,162,0,0.0,Prometteurs,0
16112.0,0,Actif,0.47398190855072153,0,Va rester,2 - Risque moyen,142,2,136.14,68.07,10,147,0,0.0,Besoin d'Attention,0
15464.0,1,Churné,0.5417543381544153,1,Risque churn,2 - Risque moyen,147,1,1048.85,1048.85,155,147,0,0.0,Prometteurs,0
14242.0,1,Churné,0.3622105731040125,0,Va rester,3 - Risque faible,43,2,280.55,140.27,13,134,0,0.0,Potentiellement Fidèles,0
13742.0,0,Actif,0.2024713496259162,0,Va rester,3 - Risque faible,22,5,1642.48,328.5,132,129,1,0.2,Champions,0
17105.0,0,Actif,0.6286749226905045,1,Risque churn,2 - Risque moyen,115,1,319.4,319.4,38,115,0,0.0,Prometteurs,0
15753.0,1,Churné,0.6647894469102694,1,Risque churn,2 - Risque moyen,113,1,79.2,79.2,1,113,0,0.0,Prometteurs,0
17537.0,0,Actif,0.5957611749090759,1,Risque churn,2 - Risque moyen,112,1,630.7,630.7,60,112,0,0.0,Prometteurs,0
16494.0,1,Churné,0.592115897877972,1,Risque churn,2 - Risque moyen,105,1,826.53,826.53,47,105,0,0.0,Prometteurs,0
13904.0,0,Actif,0.6355088844896037,1,Risque churn,2 - Risque moyen,103,1,201.12,201.12,17,103,0,0.0,Prometteurs,0
12845.0,1,Churné,0.35629938813794415,0,Va rester,3 - Risque faible,76,4,354.09,88.52,26,99,0,0.0,Champions,0
15932.0,0,Actif,0.2602636229242038,0,Va rester,3 - Risque faible,23,4,1273.25,318.31,44,98,2,0.5,Champions,0
17117.0,1,Churné,0.6375547034179492,1,Risque churn,2 - Risque moyen,97,1,116.2,116.2,9,97,0,0.0,Prometteurs,0
13345.0,1,Churné,0.5857853905306477,1,Risque churn,2 - Risque moyen,96,1,389.5,389.5,20,96,1,1.0,Prometteurs,0
16598.0,1,Churné,0.5999555330208147,1,Risque churn,2 - Risque moyen,94,1,145.05,145.05,10,94,1,1.0,Prometteurs,0
16517.0,1,Churné,0.6154443661613272,1,Risque churn,2 - Risque moyen,86,1,162.7,162.7,17,86,0,0.0,Prometteurs,0
14407.0,0,Actif,0.2809370031656364,0,Va rester,3 - Risque faible,14,2,1002.68,501.34,33,85,2,1.0,Potentiellement Fidèles,0
13265.0,0,Actif,0.34504889932426974,0,Va rester,3 - Risque faible,54,2,1124.88,562.44,39,82,0,0.0,Potentiellement Fidèles,0
13043.0,1,Churné,0.5697852639770038,1,Risque churn,2 - Risque moyen,82,1,516.42,516.42,13,82,1,1.0,Prometteurs,0
13499.0,0,Actif,0.3250998380854177,0,Va rester,3 - Risque faible,34,2,463.79,231.9,18,78,1,0.5,Potentiellement Fidèles,0
15106.0,0,Actif,0.29076853973337985,0,Va rester,3 - Risque faible,20,2,778.45,389.23,51,78,0,0.0,Potentiellement Fidèles,0
12994.0,0,Actif,0.5603578328436594,1,Risque churn,2 - Risque moyen,77,1,352.6,352.6,22,77,1,1.0,Prometteurs,0
13592.0,0,Actif,0.3050601874351139,0,Va rester,3 - Risque faible,14,3,205.51,68.5,12,73,0,0.0,Potentiellement Fidèles,0
16721.0,1,Churné,0.5741784216371959,1,Risque churn,2 - Risque moyen,71,1,292.47,292.47,37,71,0,0.0,Prometteurs,0
15449.0,0,Actif,0.5504342882484385,1,Risque churn,2 - Risque moyen,70,1,345.92,345.92,23,70,1,1.0,Prometteurs,0
15644.0,0,Actif,0.30364148262259,0,Va rester,3 - Risque faible,65,3,423.19,141.06,85,70,0,0.0,Potentiellement Fidèles,0
13918.0,0,Actif,0.5916482090228405,1,Risque churn,2 - Risque moyen,62,1,198.2,198.2,8,62,0,0.0,Prometteurs,0
13841.0,1,Churné,0.6002132834392699,1,Risque churn,2 - Risque moyen,61,1,85.0,85.0,1,61,0,0.0,Prometteurs,0
16142.0,1,Churné,0.5491881598783939,1,Risque churn,2 - Risque moyen,58,1,535.34,535.34,37,58,0,0.0,Prometteurs,0
17956.0,1,Churné,0.598663042925389,1,Risque churn,2 - Risque moyen,58,1,12.75,12.75,1,58,0,0.0,Prometteurs,0
15145.0,0,Actif,0.3168977103611716,0,Va rester,3 - Risque faible,36,2,724.03,362.02,35,57,0,0.0,Potentiellement Fidèles,0
18080.0,0,Actif,0.5628872095752785,1,Risque churn,2 - Risque moyen,51,1,841.5,841.5,1,51,0,0.0,Prometteurs,0
16806.0,0,Actif,0.31674040198993697,0,Va rester,3 - Risque faible,29,2,414.37,207.18,28,48,0,0.0,Potentiellement Fidèles,0
15745.0,0,Actif,0.5570358079998136,1,Risque churn,2 - Risque moyen,45,1,302.85,302.85,18,45,0,0.0,Prometteurs,0
15225.0,1,Churné,0.5463277992755998,1,Risque churn,2 - Risque moyen,43,1,409.4,409.4,23,43,0,0.0,Prometteurs,0
17120.0,1,Churné,0.5529299113894899,1,Risque churn,2 - Risque moyen,42,1,307.46,307.46,18,42,0,0.0,Prometteurs,0
14759.0,0,Actif,0.5272645975584782,1,Risque churn,2 - Risque moyen,41,1,572.25,572.25,35,41,0,0.0,Prometteurs,0
13524.0,0,Actif,0.5475401403088088,1,Risque churn,2 - Risque moyen,28,1,159.2,159.2,9,28,0,0.0,Nouveaux Clients,0
16610.0,1,Churné,0.5530255953962941,1,Risque churn,2 - Risque moyen,28,1,75.66,75.66,6,28,0,0.0,Nouveaux Clients,0
17174.0,1,Churné,0.552733364092876,1,Risque churn,2 - Risque moyen,26,1,59.9,59.9,4,26,0,0.0,Nouveaux Clients,0
14691.0,0,Actif,0.5216452090214343,1,Risque churn,2 - Risque moyen,21,1,439.6,439.6,17,21,0,0.0,Nouveaux Clients,0
15333.0,1,Churné,0.4977671660135086,0,Va rester,2 - Risque moyen,17,1,1028.56,1028.56,16,17,0,0.0,Nouveaux Clients,0
17346.0,0,Actif,0.05473106099001477,0,Va rester,3 - Risque faible,13,16,3445.58,215.35,349,409,0,0.0,Champions,3
17017.0,0,Actif,0.10381429876976817,0,Va rester,3 - Risque faible,13,20,9910.17,495.51,104,545,10,0.5,Champions,3
15738.0,0,Actif,0.0631528789869417,0,Va rester,3 - Risque faible,13,34,11173.59,328.64,66,538,4,0.1176,Champions,3
13591.0,0,Actif,0.20740833310416407,0,Va rester,3 - Risque faible,13,6,1753.04,292.17,71,534,1,0.1667,Champions,2
17306.0,0,Actif,0.22270185473310816,0,Va rester,3 - Risque faible,13,10,4346.7,434.67,11,212,1,0.1,Champions,0
13887.0,1,Churné,0.5121058289161337,1,Risque churn,2 - Risque moyen,13,1,349.55,349.55,19,13,0,0.0,Nouveaux Clients,0
17389.0,0,Actif,0.05598432910269882,0,Va rester,3 - Risque faible,8,40,30370.92,759.27,57,544,11,0.275,Champions,3
13376.0,0,Actif,0.2884449606990703,0,Va rester,3 - Risque faible,12,2,770.0,385.0,34,43,0,0.0,Potentiellement Fidèles,0
12955.0,0,Actif,0.2963045738454198,0,Va rester,3 - Risque faible,12,3,697.42,232.47,27,76,0,0.0,Potentiellement Fidèles,0
12931.0,0,Actif,0.03812656086548121,0,Va rester,3 - Risque faible,12,49,54212.08,1106.37,23,547,10,0.2041,Champions,3
15078.0,0,Actif,0.059787685056707535,0,Va rester,3 - Risque faible,12,34,11857.23,348.74,99,544,10,0.2941,Champions,3
13308.0,0,Actif,0.37893657324118146,0,Va rester,3 - Risque faible,12,2,1099.81,549.91,42,405,0,0.0,Potentiellement Fidèles,2
15260.0,0,Actif,0.07540019703954563,0,Va rester,3 - Risque faible,12,22,8260.06,375.46,170,542,4,0.1818,Champions,3
13767.0,0,Actif,0.020748023335770322,0,Va rester,3 - Risque faible,12,58,25561.46,440.71,112,547,16,0.2759,Champions,3
15237.0,0,Actif,0.27895489800894707,0,Va rester,3 - Risque faible,12,2,1093.65,546.83,74,36,0,0.0,Potentiellement Fidèles,0
18048.0,1,Churné,0.281921155607189,0,Va rester,3 - Risque faible,12,3,401.73,133.91,56,302,0,0.0,Potentiellement Fidèles,0
16696.0,0,Actif,0.3106844257819358,0,Va rester,3 - Risque faible,12,3,558.9,186.3,7,57,0,0.0,Potentiellement Fidèles,0
14195.0,1,Churné,0.2434140648752611,0,Va rester,3 - Risque faible,10,6,2615.6,435.93,10,443,4,0.6667,Champions,3
13555.0,0,Actif,0.1030953279746237,0,Va rester,3 - Risque faible,10,11,6439.96,585.45,204,498,3,0.2727,Champions,3
13227.0,1,Churné,0.5203927948533275,1,Risque churn,2 - Risque moyen,10,1,257.7,257.7,9,10,0,0.0,Nouveaux Clients,0
14878.0,0,Actif,0.08953961749481781,0,Va rester,3 - Risque faible,10,20,3471.44,173.57,149,465,3,0.15,Champions,3
18125.0,0,Actif,0.2044686729142548,0,Va rester,3 - Risque faible,10,3,945.14,315.05,146,125,1,0.3333,Potentiellement Fidèles,0
13946.0,0,Actif,0.2295245313161973,0,Va rester,3 - Risque faible,10,5,1800.63,360.13,48,544,1,0.2,Champions,2
14769.0,0,Actif,0.02284086028500482,0,Va rester,3 - Risque faible,10,13,10934.48,841.11,616,532,3,0.2308,Champions,3
17611.0,0,Actif,0.015327015867762058,0,Va rester,3 - Risque faible,10,19,6409.7,337.35,637,547,3,0.1579,Champions,3
17949.0,0,Actif,0.0064198619714903316,0,Va rester,3 - Risque faible,1,86,69176.4,804.38,39,546,14,0.1628,Champions,1
14903.0,0,Actif,0.17419145019869275,0,Va rester,3 - Risque faible,9,3,1800.23,600.08,156,87,3,1.0,Potentiellement Fidèles,0
15434.0,0,Actif,0.1934923893395564,0,Va rester,3 - Risque faible,9,7,1832.54,261.79,70,493,2,0.2857,Champions,3
13089.0,0,Actif,3.066755957487214e-05,0,Va rester,3 - Risque faible,8,157,85851.97,546.83,697,546,36,0.2293,Champions,1
17659.0,0,Actif,0.2209271520062437,0,Va rester,3 - Risque faible,8,6,1905.57,317.6,70,195,1,0.1667,Champions,0
14527.0,0,Actif,0.0016322655722889414,0,Va rester,3 - Risque faible,8,93,22636.56,243.4,522,546,52,0.5591,Champions,1
13534.0,0,Actif,0.08997845973202329,0,Va rester,3 - Risque faible,8,26,4499.62,173.06,120,329,17,0.6538,Champions,3
13771.0,0,Actif,0.15735297939705417,0,Va rester,3 - Risque faible,8,7,4559.22,651.32,135,461,0,0.0,Champions,3
18173.0,0,Actif,0.26081976855122024,0,Va rester,3 - Risque faible,8,4,2318.36,579.59,31,421,0,0.0,Champions,2
13694.0,0,Actif,5.402729105436057e-05,0,Va rester,3 - Risque faible,1,119,159642.54,1341.53,776,544,15,0.1261,Champions,1
13098.0,0,Actif,0.18541457806986134,0,Va rester,3 - Risque faible,7,8,7203.61,900.45,93,126,8,1.0,Champions,3
15140.0,0,Actif,0.2414730784695538,0,Va rester,3 - Risque faible,7,4,2016.89,504.22,67,251,0,0.0,Champions,0
15039.0,0,Actif,0.0027420691562812113,0,Va rester,3 - Risque faible,7,71,33104.5,466.26,476,538,11,0.1549,Champions,3
17663.0,0,Actif,0.12563769597419225,0,Va rester,3 - Risque faible,7,13,4163.73,320.29,125,454,5,0.3846,Champions,3
14397.0,0,Actif,0.30750684576570814,0,Va rester,3 - Risque faible,7,2,242.24,121.12,11,22,0,0.0,Potentiellement Fidèles,0
16678.0,0,Actif,0.23745977622633904,0,Va rester,3 - Risque faible,6,5,1266.65,253.33,52,91,1,0.2,Champions,0
12974.0,1,Churné,0.37324657428847297,0,Va rester,3 - Risque faible,6,2,408.95,204.48,27,374,0,0.0,Potentiellement Fidèles,2
16873.0,0,Actif,0.11758176963686921,0,Va rester,3 - Risque faible,6,9,10727.22,1191.91,170,477,3,0.3333,Champions,3
12937.0,0,Actif,0.1842403363390086,0,Va rester,3 - Risque faible,6,7,2021.57,288.8,81,545,0,0.0,Champions,2
16369.0,0,Actif,0.2338746398464525,0,Va rester,3 - Risque faible,5,5,1465.6,293.12,42,420,0,0.0,Champions,2
17042.0,0,Actif,0.27733736587487623,0,Va rester,3 - Risque faible,5,2,495.39,247.7,51,56,0,0.0,Potentiellement Fidèles,0
13225.0,0,Actif,0.13712259813151395,0,Va rester,3 - Risque faible,5,13,13538.11,1041.39,54,531,1,0.0769,Champions,3
16016.0,0,Actif,0.17498710951865934,0,Va rester,3 - Risque faible,5,7,1842.75,263.25,127,211,2,0.2857,Champions,0
14447.0,0,Actif,0.2598261054933064,0,Va rester,3 - Risque faible,5,3,1149.53,383.18,63,209,0,0.0,Potentiellement Fidèles,0
13900.0,0,Actif,0.2021205541968984,0,Va rester,3 - Risque faible,1,5,1602.09,320.42,79,433,1,0.2,Champions,2
15163.0,0,Actif,0.5108618505211219,1,Risque churn,2 - Risque moyen,1,1,155.0,155.0,10,1,0,0.0,Nouveaux Clients,0
15712.0,0,Actif,0.2640803554594108,0,Va rester,3 - Risque faible,96,8,2699.85,337.48,71,547,1,0.125,Fidèles,2
13394.0,0,Actif,0.09629933311402955,0,Va rester,3 - Risque faible,23,14,5037.01,359.79,199,547,3,0.2143,Champions,3
14654.0,1,Churné,0.9470006405278855,1,Risque churn,1 - Risque élevé,547,1,246.86,246.86,27,547,0,0.0,Perdus,2
17742.0,0,Actif,0.31183516249799226,0,Va rester,3 - Risque faible,141,10,2045.94,204.59,52,547,0,0.0,Fidèles,2
16620.0,1,Churné,0.2832017377268895,0,Va rester,3 - Risque faible,69,5,1675.73,335.15,74,547,0,0.0,Champions,2
13381.0,0,Actif,0.15466049058785397,0,Va rester,3 - Risque faible,16,8,5656.41,707.05,125,547,2,0.25,Champions,3
17191.0,0,Actif,0.14674126465936477,0,Va rester,3 - Risque faible,89,12,3561.8,296.82,209,547,1,0.0833,Champions,3
17428.0,0,Actif,0.02947529875207845,0,Va rester,3 - Risque faible,21,30,21851.73,728.39,330,547,4,0.1333,Champions,3
12842.0,0,Actif,0.4287298871903014,0,Va rester,2 - Risque moyen,117,3,1109.73,369.91,27,546,0,0.0,Besoin d'Attention,2
14894.0,0,Actif,0.6458753604756065,1,Risque churn,2 - Risque moyen,252,2,837.06,418.53,23,546,2,1.0,Sur le point de Partir,2
15833.0,1,Churné,0.9517178758579837,1,Risque churn,1 - Risque élevé,546,1,80.4,80.4,5,546,0,0.0,Perdus,2
17768.0,0,Actif,0.4649438056191619,0,Va rester,2 - Risque moyen,196,4,1236.33,309.08,69,546,1,0.25,En danger,2
12948.0,0,Actif,0.24502269328388257,0,Va rester,3 - Risque faible,23,5,1138.74,227.75,53,546,0,0.0,Champions,2
13457.0,1,Churné,0.8492127908469448,1,Risque churn,1 - Risque élevé,497,2,148.22,74.11,9,546,2,1.0,Perdus,2
14739.0,0,Actif,0.09774576586239367,0,Va rester,3 - Risque faible,28,21,9692.84,461.56,116,546,2,0.0952,Champions,3
14204.0,1,Churné,0.4586927108033731,0,Va rester,2 - Risque moyen,231,3,901.93,300.64,158,546,0,0.0,Sur le point de Partir,2
13623.0,0,Actif,0.1218349462542171,0,Va rester,3 - Risque faible,19,9,2370.63,263.4,198,546,4,0.4444,Champions,3
14980.0,1,Churné,0.9479215315538542,1,Risque churn,1 - Risque élevé,546,1,150.68,150.68,24,546,0,0.0,Perdus,2
15989.0,1,Churné,0.5554059043257314,1,Risque churn,2 - Risque moyen,184,2,372.51,186.26,81,546,0,0.0,Besoin d'Attention,2
15482.0,0,Actif,0.22858141853287342,0,Va rester,3 - Risque faible,59,10,4975.04,497.5,43,546,1,0.1,Champions,3
13979.0,0,Actif,0.23950554716332736,0,Va rester,3 - Risque faible,202,6,2546.36,424.39,309,545,4,0.6667,En danger,3
13993.0,0,Actif,0.127874497857759,0,Va rester,3 - Risque faible,14,14,4802.17,343.01,102,545,3,0.2143,Champions,3
